GROUP,SURVEY,SP,ID,PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,TRAIN_AV,CAR_AV,SM_AV,TRAIN_TT,TRAIN_CO,TRAIN_HE,SM_TT,SM_CO,SM_HE,SM_SEATS,CAR_TT,CAR_CO,CHOICE,SM_COST,TRAIN_COST,CAR_COST
2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,1,1,1,1.94,80,0.6,0.85,95,0.1,0,0.96,85,2,0.95,0.8,0.85
3,1,1,635,3,0,3,2,1,2,1,3,0,15,1,1,1,1,0.81,38,0.6,0.63,68,0.3,0,0.4,32,3,0.68,0.38,0.32
2,0,1,418,6,0,2,1,0,2,0,1,0,25,22,1,1,1,0.71,11,0.6,0.47,16,0.3,0,0.85,15,2,0.16,0.11,0.15
3,1,1,920,3,1,3,2,1,4,1,3,0,22,17,1,1,1,2.28,202,0.6,1.43,274,0.3,0,1.92,182,3,2.74,2.02,1.82
3,1,1,942,4,0,1,1,0,2,0,1,0,1,23,1,1,1,1.85,62,0.3,0.97,82,0.2,0,1.6,84,2,0.82,0.62,0.84
3,1,1,1134,4,1,1,1,1,4,0,4,0,1,23,1,1,1,2.77,131,0.3,1.77,168,0.2,0,1.7,130,3,1.68,1.31,1.3
3,1,1,1070,4,0,3,1,1,5,0,3,0,22,2,1,1,1,1.03,45,0.3,0.31,68,0.2,0,0.91,45,3,0.68,0.45,0.45
3,1,1,584,3,0,1,2,1,3,1,4,0,2,20,1,1,1,1.78,40,0.3,0.93,53,0.2,0,1.56,70,2,0.53,0.4,0.7
2,0,1,49,1,0,6,3,1,3,1,3,1,1,2,1,1,1,1.13,2600,0.6,0.58,4160,0.3,0,0.75,50,2,0.0,0.0,0.5
3,1,1,1009,4,0,1,1,1,2,1,3,0,1,22,1,1,1,1.5,52,1.2,0.5,62,0.2,0,1.7,169,2,0.62,0.52,1.69
2,0,1,269,3,0,3,1,1,1,0,1,0,22,2,1,1,1,1.22,76,1.2,0.45,83,0.3,1,0.7,50,2,0.83,0.76,0.5
3,1,1,930,3,1,3,3,0,4,1,3,0,1,22,1,1,1,2.5,210,1.2,1.03,274,0.1,0,2.6,182,2,2.74,2.1,1.82
2,0,1,89,1,1,6,1,1,3,1,3,1,2,1,1,1,1,1.33,3780,0.3,0.54,6720,0.2,0,1.56,75,2,0.0,0.0,0.75
2,0,1,252,3,0,1,1,1,2,1,2,0,2,25,1,1,1,1.04,48,0.3,0.34,50,0.1,0,1.43,84,2,0.5,0.48,0.84
3,1,1,856,3,1,3,2,0,2,1,3,0,17,2,1,1,1,1.88,211,0.6,0.9,237,0.1,0,1.6,92,2,2.37,2.11,0.92
2,0,1,176,2,0,8,1,1,4,0,1,1,22,25,1,1,1,0.46,2408,0.6,0.2,2408,0.2,0,0.32,20,2,0.0,0.0,0.2
2,0,1,19,1,0,2,1,1,1,0,1,0,1,17,1,1,1,1.59,22,1.2,1.21,25,0.2,0,12.0,13,2,0.25,0.22,0.13
3,1,1,451,1,0,1,2,0,2,0,1,0,22,17,1,1,1,3.0,62,0.3,1.88,70,0.3,0,2.6,100,2,0.7,0.62,1.0
3,1,1,1003,4,0,1,1,1,4,1,4,0,1,2,1,1,1,1.66,39,0.6,0.83,45,0.2,0,1.1,104,2,0.45,0.39,1.04
3,1,1,764,3,1,1,2,1,3,1,3,0,1,22,1,1,1,1.77,110,0.3,0.82,118,0.1,0,2.08,175,2,1.18,1.1,1.75
3,1,1,511,1,1,6,1,0,3,1,3,0,2,1,1,1,1,0.95,19,1.2,0.44,23,0.3,0,0.88,97,2,0.23,0.19,0.97
3,1,1,1124,4,1,1,1,0,2,1,3,0,1,22,1,1,1,2.14,113,1.2,1.06,133,0.2,0,2.21,100,3,1.33,1.13,1.0
3,1,1,1058,4,0,3,1,0,2,0,2,0,25,2,1,1,1,2.85,88,1.2,2.27,106,0.1,0,1.4,76,3,1.06,0.88,0.76
3,1,1,1071,4,0,3,1,1,1,1,1,0,17,22,1,1,1,2.99,154,0.3,1.18,182,0.3,0,1.76,182,3,1.82,1.54,1.82
2,0,1,64,1,1,1,1,1,3,1,3,0,2,1,1,1,1,0.92,54,0.6,0.41,78,0.3,1,0.64,65,2,0.78,0.54,0.65
3,1,1,687,3,1,1,1,1,2,1,2,0,1,25,1,1,1,2.0,126,0.3,0.81,168,0.2,0,1.9,169,2,1.68,1.26,1.69
3,1,1,752,3,1,1,2,0,3,1,3,0,25,1,1,1,1,2.0,126,0.3,0.81,168,0.2,0,2.0,149,2,1.68,1.26,1.49
2,0,1,183,2,0,10,2,1,1,0,1,1,22,25,1,1,1,0.54,1500,0.3,0.28,1950,0.3,1,0.65,24,2,0.0,0.0,0.24
2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,1,1,1,1.0,26,1.2,0.6,40,0.1,0,0.8,30,3,0.4,0.26,0.3
2,0,1,148,2,0,6,1,1,2,1,4,1,22,2,1,1,1,1.03,3120,1.2,0.31,3120,0.3,1,0.6,40,2,0.0,0.0,0.4
3,1,1,881,3,1,3,2,0,4,1,3,0,22,12,1,1,1,2.08,155,0.3,1.22,167,0.1,0,1.4,68,3,1.67,1.55,0.68
2,0,1,132,2,0,6,1,1,1,0,4,1,25,22,1,1,1,0.54,3120,1.2,0.3,3380,0.2,0,0.65,12,1,0.0,0.0,0.12
3,1,1,668,3,1,1,1,0,3,1,2,0,1,2,1,1,1,0.85,72,0.3,0.34,78,0.1,0,1.17,78,2,0.78,0.72,0.78
3,1,1,1008,4,0,1,1,1,2,0,2,0,22,3,1,1,1,1.86,52,0.3,1.35,57,0.2,0,1.8,123,2,0.57,0.52,1.23
3,1,1,541,3,0,1,0,0,3,0,0,0,2,22,1,1,1,1.05,28,1.2,0.47,40,0.1,0,0.9,40,2,0.4,0.28,0.4
3,1,1,874,3,1,3,2,0,4,1,2,0,25,3,1,1,1,2.11,158,0.6,1.41,184,0.1,0,2.21,162,2,1.84,1.58,1.62
2,0,1,87,1,1,5,2,1,2,1,2,0,20,2,1,1,1,1.81,100,1.2,1.26,108,0.2,0,1.82,85,2,1.08,1.0,0.85
3,1,1,642,3,0,3,2,1,4,1,2,0,22,1,1,1,1,1.7,100,1.2,0.8,114,0.3,0,2.21,84,2,1.14,1.0,0.84
3,1,1,654,3,0,3,3,1,3,1,2,0,2,17,1,1,1,1.68,83,1.2,1.19,90,0.3,0,1.04,84,3,0.9,0.83,0.84
3,1,1,606,3,0,3,1,0,3,1,2,0,1,2,1,1,1,0.92,70,0.3,0.34,86,0.3,0,1.17,44,2,0.86,0.7,0.44
2,0,1,375,3,1,6,1,1,4,0,4,1,2,22,1,1,1,0.91,5040,0.3,0.4,6720,0.2,1,0.8,71,1,0.0,0.0,0.71
3,1,1,849,3,1,3,2,0,2,1,2,0,9,2,1,1,1,1.38,142,0.3,0.66,155,0.1,0,0.9,44,3,1.55,1.42,0.44
2,0,1,428,7,0,1,3,1,4,0,3,0,25,2,1,1,1,1.3,40,1.2,0.6,45,0.3,0,0.88,104,2,0.45,0.4,1.04
3,1,1,975,4,0,1,1,1,3,1,2,0,22,19,1,1,1,2.37,48,0.6,1.44,52,0.1,0,1.04,100,3,0.52,0.48,1.0
3,1,1,1041,4,0,3,1,0,2,1,2,0,22,1,1,1,1,1.59,77,1.2,0.87,91,0.2,0,0.88,52,3,0.91,0.77,0.52
3,1,1,604,3,0,3,1,0,3,1,2,0,17,2,1,1,1,1.59,98,0.6,0.69,111,0.2,0,2.34,110,2,1.11,0.98,1.1
3,1,1,736,3,1,1,2,0,4,1,3,0,22,17,1,1,1,2.92,131,1.2,0.71,140,0.3,0,2.0,135,2,1.4,1.31,1.35
3,1,1,837,3,1,3,1,0,2,1,2,0,22,1,1,1,1,1.93,211,1.2,0.5,225,0.3,0,1.7,95,2,2.25,2.11,0.95
3,1,1,818,3,1,1,3,1,3,1,2,0,22,1,1,1,1,2.24,113,1.2,0.74,122,0.3,0,1.7,115,2,1.22,1.13,1.15
2,0,1,195,2,1,5,2,1,2,1,3,0,19,25,1,1,1,0.59,75,1.2,0.33,133,0.1,0,1.2,88,1,1.33,0.75,0.88
3,1,1,991,4,0,1,1,1,3,1,2,0,22,2,1,1,1,1.03,25,0.6,0.31,32,0.1,0,0.56,45,3,0.32,0.25,0.45
3,1,1,797,3,1,1,2,1,4,1,3,0,25,1,1,1,1,2.34,94,0.6,0.68,109,0.2,0,2.0,169,2,1.09,0.94,1.69
3,1,1,866,3,1,3,2,0,3,1,3,0,2,1,1,1,1,1.18,80,0.3,0.6,167,0.2,0,0.91,45,3,1.67,0.8,0.45
2,0,1,132,2,0,6,1,1,1,0,4,1,25,22,1,1,1,0.51,2600,0.3,0.3,4160,0.2,0,0.4,10,1,0.0,0.0,0.1
2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,1,1,1,1.09,26,1.2,0.56,34,0.2,0,1.3,30,2,0.34,0.26,0.3
2,0,1,419,6,0,2,1,1,3,1,2,0,25,22,1,1,1,0.72,16,0.6,0.53,19,0.1,1,0.7,12,3,0.19,0.16,0.12
3,1,1,1120,4,1,1,1,0,4,1,2,0,25,2,1,1,1,2.09,89,0.6,1.06,112,0.3,0,1.56,60,3,1.12,0.89,0.6
3,1,1,1151,4,1,1,3,1,3,1,3,0,2,1,1,1,1,1.86,85,1.2,1.04,88,0.3,0,1.0,65,3,0.88,0.85,0.65
3,1,1,694,3,1,1,2,0,2,1,3,0,1,22,1,1,1,2.0,105,0.3,1.13,137,0.2,0,1.6,96,3,1.37,1.05,0.96
3,1,1,589,3,0,1,3,0,5,1,2,0,1,22,1,1,1,1.81,62,0.6,1.35,64,0.2,0,1.2,68,3,0.64,0.62,0.68
2,0,1,351,3,1,1,1,1,5,0,4,0,17,2,1,1,1,0.9,97,0.3,0.41,97,0.1,0,2.34,130,1,0.97,0.97,1.3
2,0,1,140,2,0,6,1,1,2,0,3,1,25,22,1,1,1,0.64,3120,0.6,0.35,4160,0.3,0,0.78,20,2,0.0,0.0,0.2
3,1,1,666,3,1,1,0,0,5,1,0,0,2,1,1,1,1,1.06,72,0.3,0.37,84,0.3,0,0.72,84,3,0.84,0.72,0.84
3,1,1,464,1,0,3,1,0,4,1,2,0,2,1,1,1,1,0.92,63,1.2,0.34,91,0.1,0,0.9,44,3,0.91,0.63,0.44
3,1,1,719,3,1,1,2,0,3,1,3,0,17,22,1,1,1,2.83,134,0.3,1.62,193,0.2,0,2.4,182,2,1.93,1.34,1.82
3,1,1,1050,4,0,3,1,0,3,0,2,0,9,10,1,1,1,1.69,91,1.2,1.3,99,0.3,0,0.88,91,3,0.99,0.91,0.91
3,1,1,626,3,0,3,2,1,2,0,1,0,2,25,1,1,1,1.64,103,0.3,0.94,128,0.2,0,1.3,130,2,1.28,1.03,1.3
3,1,1,781,3,1,1,2,1,4,1,2,0,2,22,1,1,1,1.14,50,1.2,0.56,71,0.1,0,0.8,44,2,0.71,0.5,0.44
3,1,1,754,3,1,1,2,1,2,1,2,0,17,2,1,1,1,2.02,108,0.6,1.44,109,0.2,0,1.36,80,2,1.09,1.08,0.8
3,1,1,637,3,0,3,2,1,3,1,2,0,2,1,1,1,1,1.29,100,0.6,0.94,106,0.1,0,1.0,52,3,1.06,1.0,0.52
3,1,1,819,3,1,1,3,1,3,1,3,0,1,2,1,1,1,0.85,60,1.2,0.34,74,0.2,0,0.9,91,2,0.74,0.6,0.91
3,1,1,751,3,1,1,2,0,2,1,3,0,25,1,1,1,1,2.0,94,0.3,0.71,109,0.1,0,1.52,140,2,1.09,0.94,1.4
3,1,1,524,2,0,3,1,1,4,1,2,0,2,1,1,1,1,1.3,80,0.3,0.67,90,0.1,0,1.0,48,3,0.9,0.8,0.48
3,1,1,1053,4,0,3,1,0,3,0,1,0,25,2,1,1,1,1.14,96,1.2,0.55,123,0.1,0,0.88,75,3,1.23,0.96,0.75
3,1,1,1115,4,1,1,1,0,2,1,2,0,22,1,1,1,1,1.88,113,0.3,0.88,146,0.2,0,1.7,143,1,1.46,1.13,1.43
3,1,1,709,3,1,1,2,0,3,1,3,0,2,17,1,1,1,2.09,116,0.6,1.74,122,0.1,0,1.6,76,3,1.22,1.16,0.76
3,1,1,1191,4,1,6,1,1,3,1,3,0,25,3,1,1,1,2.41,23,0.6,1.6,23,0.2,0,1.36,80,3,0.23,0.23,0.8
3,1,1,696,3,1,1,2,0,2,1,3,0,2,17,1,1,1,1.46,97,0.3,1.07,97,0.1,0,1.95,123,2,0.97,0.97,1.23
2,0,1,174,2,0,8,1,1,2,1,2,0,25,22,1,1,1,0.56,211,1.2,0.27,305,0.2,1,0.32,24,2,3.05,2.11,0.24
3,1,1,756,3,1,1,2,1,2,1,2,0,22,1,1,1,1,2.06,92,0.3,0.73,105,0.1,0,2.0,88,2,1.05,0.92,0.88
3,1,1,1042,4,0,3,1,0,3,0,1,0,25,10,1,1,1,1.08,61,1.2,0.95,76,0.1,0,1.0,48,3,0.76,0.61,0.48
2,0,1,84,1,1,5,2,1,2,1,3,0,22,1,1,1,1,1.61,100,0.6,0.69,108,0.1,1,1.5,80,2,1.08,1.0,0.8
2,0,1,421,6,1,6,2,1,3,1,3,1,2,1,1,1,1,1.21,3780,0.3,0.81,5460,0.3,0,0.9,50,1,0.0,0.0,0.5
2,0,1,217,2,1,10,1,1,3,1,3,0,22,25,1,1,1,0.34,42,0.6,0.08,42,0.2,0,0.32,64,2,0.42,0.42,0.64
3,1,1,801,3,1,1,3,0,3,1,3,0,1,2,1,1,1,0.85,54,0.3,0.41,68,0.3,0,0.9,65,2,0.68,0.54,0.65
3,1,1,1163,4,1,3,1,1,5,1,3,0,1,22,1,1,1,2.08,163,1.2,1.83,181,0.3,0,2.21,68,3,1.81,1.63,0.68
2,0,1,115,2,0,1,2,1,2,1,2,0,25,23,1,1,1,1.03,45,0.6,0.61,48,0.1,0,1.2,90,2,0.48,0.45,0.9
3,1,1,1159,4,1,3,1,0,4,1,2,0,25,2,1,1,1,1.72,138,1.2,0.75,162,0.2,0,1.04,68,3,1.62,1.38,0.68
3,1,1,1153,4,1,3,1,0,5,1,2,0,22,12,1,1,1,2.02,153,1.2,1.59,167,0.2,0,1.2,104,3,1.67,1.53,1.04
3,1,1,1159,4,1,3,1,0,4,1,2,0,25,2,1,1,1,1.45,138,0.6,0.75,162,0.1,0,1.69,110,2,1.62,1.38,1.1
3,1,1,630,3,0,3,2,1,2,1,2,0,17,2,1,1,1,1.61,114,0.3,1.21,116,0.1,0,1.43,84,2,1.16,1.14,0.84
3,1,1,1067,4,0,3,1,1,3,1,3,0,1,2,1,1,1,1.66,90,0.6,0.8,103,0.1,0,0.88,60,3,1.03,0.9,0.6
2,0,1,391,3,1,8,1,0,4,0,2,0,25,22,1,1,1,1.33,196,0.6,1.21,212,0.1,1,0.9,40,3,2.12,1.96,0.4
2,0,1,351,3,1,1,1,1,5,0,4,0,17,2,1,1,1,1.11,81,0.6,0.41,88,0.1,0,1.44,100,1,0.88,0.81,1.0
3,1,1,1147,4,1,1,1,1,3,1,3,0,22,1,1,1,1,1.5,79,0.3,0.64,97,0.3,0,1.7,80,2,0.97,0.79,0.8
3,1,1,778,3,1,1,2,1,4,1,2,0,2,17,1,1,1,1.81,92,1.2,0.81,109,0.2,0,1.7,149,2,1.09,0.92,1.49
3,1,1,768,3,1,1,2,1,3,1,3,0,2,17,1,1,1,1.76,81,0.3,1.2,88,0.3,0,2.47,92,2,0.88,0.81,0.92
2,0,1,238,3,0,1,1,1,3,1,2,0,22,1,1,1,1,2.13,51,1.2,0.84,62,0.2,1,1.52,76,1,0.62,0.51,0.76
3,1,1,1036,4,0,3,1,0,2,0,2,0,17,25,1,1,1,3.18,149,1.2,1.44,165,0.3,0,2.0,214,2,1.65,1.49,2.14
2,0,1,101,1,1,6,3,1,4,1,4,1,2,1,1,1,1,1.11,4200,0.6,0.36,5460,0.1,0,0.6,25,3,0.0,0.0,0.25
3,1,1,1001,4,0,1,1,1,4,1,3,0,1,23,1,1,1,4.01,64,0.3,2.44,70,0.1,0,1.9,100,2,0.7,0.64,1.0
2,0,1,19,1,0,2,1,1,1,0,1,0,1,17,1,1,1,2.12,20,1.2,1.28,23,0.2,1,9.6,8,3,0.23,0.2,0.08
2,0,1,84,1,1,5,2,1,2,1,3,0,22,1,1,1,1,1.61,75,1.2,0.69,100,0.3,0,1.95,80,2,1.0,0.75,0.8
3,1,1,838,3,1,3,1,0,4,1,3,0,22,1,1,1,1,1.93,211,0.3,0.56,237,0.3,0,1.6,169,2,2.37,2.11,1.69
3,1,1,827,3,1,1,3,1,4,1,3,0,2,1,1,1,1,1.41,58,0.3,0.61,81,0.2,0,1.56,70,2,0.81,0.58,0.7
2,0,1,365,3,1,3,1,3,4,1,3,0,10,1,1,1,1,1.59,138,1.2,0.98,162,0.2,1,0.88,160,2,1.62,1.38,1.6
2,0,1,145,2,0,6,1,1,2,1,2,1,1,2,1,1,1,1.04,2600,0.3,0.39,3120,0.1,0,1.1,80,1,0.0,0.0,0.8
3,1,1,810,3,1,1,3,0,4,1,3,0,2,22,1,1,1,1.59,60,0.6,0.78,71,0.1,0,0.8,70,2,0.71,0.6,0.7
3,1,1,663,3,1,1,0,0,4,1,0,0,2,25,1,1,1,1.41,74,1.2,0.71,81,0.3,0,1.04,130,3,0.81,0.74,1.3
2,0,1,125,2,0,3,1,1,2,1,1,0,19,2,1,1,1,1.14,100,1.2,0.74,123,0.1,0,0.72,50,1,1.23,1.0,0.5
2,0,1,89,1,1,6,1,1,3,1,3,1,2,1,1,1,1,1.12,5040,0.6,0.54,5040,0.2,0,0.96,60,2,0.0,0.0,0.6
2,0,1,91,1,1,6,2,1,1,1,2,1,2,1,1,1,1,0.91,5040,0.6,0.26,6720,0.3,0,1.17,96,1,0.0,0.0,0.96
3,1,1,691,3,1,1,2,0,2,1,2,0,17,10,1,1,1,2.01,110,0.3,0.96,140,0.2,0,1.7,143,2,1.4,1.1,1.43
3,1,1,530,2,1,1,1,0,5,1,3,0,25,1,1,1,1,2.36,94,0.6,0.71,109,0.2,0,2.1,182,2,1.09,0.94,1.82
2,0,1,360,3,1,3,1,1,3,0,2,0,22,1,1,1,1,2.08,176,0.3,0.79,194,0.1,0,1.2,76,1,1.94,1.76,0.76
3,1,1,612,3,0,3,1,1,3,0,2,0,15,2,1,1,1,2.24,119,0.6,1.17,165,0.3,0,1.69,56,3,1.65,1.19,0.56
2,0,1,70,1,1,1,2,1,3,0,2,0,1,2,1,1,1,1.16,54,1.2,0.51,68,0.2,1,0.48,40,3,0.68,0.54,0.4
3,1,1,807,3,1,1,3,0,3,0,1,0,22,1,1,1,1,1.93,106,0.6,0.64,140,0.3,0,2.21,84,2,1.4,1.06,0.84
3,1,1,586,3,0,1,3,0,2,1,3,0,2,1,1,1,1,1.16,38,0.3,0.58,45,0.3,0,1.04,40,3,0.45,0.38,0.4
3,1,1,594,3,0,3,0,0,2,1,0,0,2,25,1,1,1,1.46,72,0.6,0.49,83,0.2,0,1.2,91,2,0.83,0.72,0.91
3,1,1,644,3,0,3,2,1,4,1,3,0,2,17,1,1,1,2.0,127,0.6,1.08,144,0.1,0,1.5,104,3,1.44,1.27,1.04
3,1,1,1020,4,0,1,3,1,4,1,3,0,25,18,1,1,1,4.19,89,0.3,2.24,102,0.3,0,1.92,195,3,1.02,0.89,1.95
3,1,1,820,3,1,1,3,1,3,1,3,0,2,1,1,1,1,0.97,65,0.6,0.42,84,0.3,0,0.9,75,2,0.84,0.65,0.75
2,0,1,196,2,1,5,2,1,3,0,3,0,25,2,1,1,1,1.35,100,1.2,0.59,108,0.2,0,1.56,100,2,1.08,1.0,1.0
3,1,1,1162,4,1,3,1,1,5,0,3,0,22,12,1,1,1,1.42,138,0.6,0.99,167,0.3,0,1.36,123,3,1.67,1.38,1.23
2,0,1,298,3,0,6,1,0,4,0,2,1,2,22,1,1,1,0.82,2600,0.6,0.38,3120,0.2,1,1.04,40,3,0.0,0.0,0.4
3,1,1,1033,4,0,3,1,0,4,1,3,0,25,3,1,1,1,2.35,103,0.6,1.85,114,0.2,0,2.21,100,3,1.14,1.03,1.0
3,1,1,586,3,0,1,3,0,2,1,3,0,2,1,1,1,1,1.35,46,0.3,0.61,50,0.3,0,0.64,65,3,0.5,0.46,0.65
3,1,1,544,3,0,1,0,0,3,1,0,0,25,2,1,1,1,1.48,48,1.2,0.72,53,0.2,0,1.43,70,2,0.53,0.48,0.7
3,1,1,991,4,0,1,1,1,3,1,2,0,22,2,1,1,1,1.03,30,0.6,0.38,43,0.3,0,0.91,36,3,0.43,0.3,0.36
3,1,1,614,3,0,3,2,0,2,1,2,0,1,25,1,1,1,2.0,148,0.3,0.81,198,0.2,0,1.9,149,2,1.98,1.48,1.49
3,1,1,734,3,1,1,2,0,4,1,3,0,22,1,1,1,1,2.33,116,0.6,0.94,150,0.3,0,2.34,92,2,1.5,1.16,0.92
3,1,1,627,3,0,3,2,1,2,1,2,0,2,17,1,1,1,2.1,114,0.3,1.28,156,0.2,0,1.2,72,3,1.56,1.14,0.72
3,1,1,836,3,1,3,0,0,3,1,0,0,2,25,1,1,1,1.59,142,0.6,0.53,162,0.1,0,1.04,75,3,1.62,1.42,0.75
2,0,1,344,3,1,1,1,1,2,1,2,0,1,17,1,1,1,1.51,41,0.6,1.02,53,0.1,0,0.78,45,2,0.53,0.41,0.45
3,1,1,954,4,0,1,1,0,4,1,1,0,22,1,1,1,1,1.51,50,0.6,1.08,62,0.3,0,1.6,80,1,0.62,0.5,0.8
3,1,1,1130,4,1,1,1,1,3,1,2,0,1,23,1,1,1,2.77,76,0.3,2.22,84,0.1,0,1.04,80,2,0.84,0.76,0.8
3,1,1,1170,4,1,3,1,1,4,1,3,0,22,17,1,1,1,2.71,270,0.6,0.95,301,0.2,0,1.68,108,3,3.01,2.7,1.08
2,0,1,328,3,0,7,1,1,1,1,1,1,1,17,1,1,1,0.85,1850,0.6,0.54,2405,0.1,0,0.4,25,1,0.0,0.0,0.25
3,1,1,728,3,1,1,2,0,3,1,3,0,25,1,1,1,1,2.0,126,0.6,0.63,133,0.2,0,1.68,120,2,1.33,1.26,1.2
3,1,1,695,3,1,1,2,0,2,1,3,0,2,1,1,1,1,1.08,64,0.6,0.57,76,0.1,0,1.3,84,2,0.76,0.64,0.84
3,1,1,643,3,0,3,2,1,4,1,3,0,2,1,1,1,1,1.57,77,0.3,1.08,90,0.1,0,0.88,65,2,0.9,0.77,0.65
3,1,1,920,3,1,3,2,1,4,1,3,0,22,17,1,1,1,2.52,225,0.6,1.49,293,0.3,0,2.4,140,2,2.93,2.25,1.4
2,0,1,231,3,0,1,1,1,2,0,1,0,25,2,1,1,1,1.22,48,0.6,0.41,50,0.2,0,0.88,52,2,0.5,0.48,0.52
3,1,1,887,3,1,3,2,0,3,1,3,0,1,25,1,1,1,2.62,252,1.2,0.83,274,0.3,0,2.2,145,3,2.74,2.52,1.45
2,0,1,30,1,0,5,2,1,2,1,2,0,22,2,1,1,1,0.97,50,0.6,0.53,60,0.2,1,0.91,27,2,0.6,0.5,0.27
3,1,1,527,2,0,6,1,1,2,0,2,0,1,25,1,1,1,2.26,14,1.2,1.01,15,0.2,0,2.73,115,2,0.15,0.14,1.15
2,0,1,107,2,0,1,1,1,2,0,1,0,1,2,1,1,1,1.38,36,0.3,0.83,42,0.1,1,0.96,60,2,0.42,0.36,0.6
3,1,1,1104,4,0,3,2,0,3,1,3,0,1,22,1,1,1,2.03,97,0.3,0.95,114,0.1,0,1.36,90,2,1.14,0.97,0.9
3,1,1,1160,4,1,3,1,0,3,1,3,0,12,22,1,1,1,1.57,176,0.6,0.99,176,0.2,0,1.28,104,3,1.76,1.76,1.04
3,1,1,769,3,1,1,2,1,3,1,3,0,2,25,1,1,1,1.91,70,0.6,0.86,81,0.2,0,1.5,149,2,0.81,0.7,1.49
3,1,1,1043,4,0,3,1,0,4,0,1,0,25,18,1,1,1,4.92,206,1.2,2.75,215,0.3,0,2.8,155,3,2.15,2.06,1.55
3,1,1,683,3,1,1,1,1,4,0,3,0,1,2,1,1,1,1.17,82,1.2,0.62,88,0.2,0,1.3,65,2,0.88,0.82,0.65
2,0,1,50,1,0,6,3,1,4,1,2,1,17,2,1,1,1,2.03,2600,0.6,1.26,3120,0.2,1,1.95,75,2,0.0,0.0,0.75
2,0,1,149,2,0,6,1,1,3,1,2,1,25,22,1,1,1,0.61,2600,0.3,0.32,3120,0.1,0,0.4,20,1,0.0,0.0,0.2
3,1,1,1172,4,1,3,1,1,4,1,3,0,25,1,1,1,1,1.82,210,1.2,0.63,245,0.2,0,2.1,175,2,2.45,2.1,1.75
3,1,1,708,3,1,1,2,0,3,1,3,0,2,1,1,1,1,1.04,58,0.6,0.54,90,0.3,0,0.8,45,3,0.9,0.58,0.45
3,1,1,745,3,1,1,2,0,3,1,3,0,17,2,1,1,1,2.02,94,0.6,1.17,112,0.3,0,1.43,64,3,1.12,0.94,0.64
3,1,1,500,1,1,3,2,0,3,1,3,0,22,1,1,1,1,2.25,166,1.2,1.46,189,0.2,0,1.28,84,3,1.89,1.66,0.84
3,1,1,1015,4,0,1,1,1,2,1,4,0,2,22,1,1,1,1.92,45,0.3,1.52,53,0.2,0,0.96,64,3,0.53,0.45,0.64
3,1,1,726,3,1,1,2,0,3,1,3,0,22,12,1,1,1,1.57,89,1.2,1.02,90,0.2,0,1.56,85,2,0.9,0.89,0.85
3,1,1,616,3,0,3,2,0,2,1,2,0,22,17,1,1,1,2.92,128,0.6,0.71,156,0.1,0,1.76,135,2,1.56,1.28,1.35
3,1,1,524,2,0,3,1,1,4,1,2,0,2,1,1,1,1,1.12,72,0.3,0.63,83,0.1,0,0.8,60,1,0.83,0.72,0.6
3,1,1,1075,4,0,3,1,1,2,1,1,0,25,10,1,1,1,1.6,68,0.6,1.32,76,0.2,0,0.9,84,2,0.76,0.68,0.84
3,1,1,738,3,1,1,2,0,5,1,3,0,1,22,1,1,1,1.61,79,0.3,0.78,97,0.3,0,1.6,105,2,0.97,0.79,1.05
3,1,1,479,1,1,1,1,0,3,1,2,0,25,22,1,1,1,0.61,35,0.3,0.3,42,0.3,0,0.32,39,2,0.42,0.35,0.39
2,0,1,389,3,1,7,1,1,5,1,1,1,23,25,1,1,1,1.12,3480,1.2,0.88,3770,0.2,0,1.82,400,3,0.0,0.0,4.0
3,1,1,1103,4,0,3,1,1,3,1,2,0,18,2,1,1,1,2.0,108,0.6,1.45,132,0.3,0,1.7,115,3,1.32,1.08,1.15
2,0,1,58,1,0,8,2,1,1,1,4,0,17,20,1,1,1,0.8,161,0.3,0.31,215,0.1,1,0.48,30,1,2.15,1.61,0.3
3,1,1,851,3,1,3,2,0,2,1,3,0,1,2,1,1,1,1.4,130,0.3,0.67,147,0.1,0,1.0,52,2,1.47,1.3,0.52
2,0,1,68,1,1,1,2,1,2,1,2,0,1,17,1,1,1,1.47,50,1.2,0.7,58,0.3,1,0.6,35,2,0.58,0.5,0.35
3,1,1,1018,4,0,1,3,0,4,1,3,0,2,22,1,1,1,1.03,22,0.3,0.31,34,0.2,0,0.91,40,2,0.34,0.22,0.4
3,1,1,493,1,1,1,3,0,3,1,3,0,2,1,1,1,1,1.0,58,0.6,0.49,71,0.1,0,1.17,78,2,0.71,0.58,0.78
3,1,1,674,3,1,1,1,0,4,1,2,0,25,2,1,1,1,1.21,65,0.6,0.8,71,0.2,0,1.43,70,2,0.71,0.65,0.7
2,0,1,432,7,0,6,1,1,1,1,1,1,1,17,1,1,1,1.12,3120,0.3,0.63,4160,0.2,1,0.6,45,1,0.0,0.0,0.45
2,0,1,341,3,0,10,1,1,4,1,1,0,25,22,1,1,1,0.51,44,1.2,0.29,57,0.2,0,0.45,39,1,0.57,0.44,0.39
